Area,Area Latitude,Area Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Manama,26.2235041,50.5822436,مقهى قصر الشوق,26.225868279779174,50.58255112299164,Coffee Shop
Manama,26.2235041,50.5822436,Southen Spice,26.228004,50.582379,Indian Restaurant
Manama,26.2235041,50.5822436,Pining & Violy Restaurant,26.225495,50.58853,Filipino Restaurant
Manama,26.2235041,50.5822436,Falooda World,26.22769,50.581026,Ice Cream Shop
Manama,26.2235041,50.5822436,Captain Cove Restaurant,26.225390144374142,50.58575391769409,Asian Restaurant
Manama,26.2235041,50.5822436,Ofw Cafe,26.225769,50.588109,Café
Marquban,29.33376,48.08153,Mugz Cafe,29.334031948854925,48.08145379379173,Café
Marquban,29.33376,48.08153,Starbucks,29.33483254924775,48.08069107108797,Coffee Shop
Marquban,29.33376,48.08153,Baskin Robins,29.336259827070872,48.08381977519194,Ice Cream Shop
Marquban,29.33376,48.08153,مطعم مراعي الشام - السالمية,29.334733,48.080617,Arepa Restaurant
Marquban,29.33376,48.08153,دجاج نايف,29.334958,48.080641,Afghan Restaurant
Marquban,29.33376,48.08153,Starbucks Salmiyah,29.328890437100572,48.08043155983626,Coffee Shop
Marquban,29.33376,48.08153,Kahve Dunyasi - Boulevard,29.330343,48.077733,Café
Marquban,29.33376,48.08153,Canary Restaurant,29.33605637403821,48.08631655254561,Middle Eastern Restaurant
Marquban,29.33376,48.08153,Caribou Coffe,29.32886074559373,48.08045988950314,Coffee Shop
Marquban,29.33376,48.08153,HealthyLuicious,29.332200086371902,48.08300148286428,Sushi Restaurant
Marquban,29.33376,48.08153,diet care-السالمية,29.330875396728516,48.07989501953125,Arepa Restaurant
Marquban,29.33376,48.08153,Karak Gholam - Souk Al Salmiya,29.328738924584567,48.08046196286178,Middle Eastern Restaurant
Marquban,29.33376,48.08153,مطعم جزر كناري,29.336261432620528,48.084973011480976,Falafel Restaurant
Marquban,29.33376,48.08153,مطعم مشويات جمعية السالمية التعاونية,29.331306567198347,48.07972065583901,Middle Eastern Restaurant
Marquban,29.33376,48.08153,TOOT&MISH,29.336151144328404,48.08364049277284,Snack Place
Marquban,29.33376,48.08153,Bazza Cafe (كافيه بزه),29.331170142317703,48.07956686828112,Middle Eastern Restaurant
Marquban,29.33376,48.08153,مقهى بحر الفنون,29.330048785528955,48.07985869229048,Café
Marquban,29.33376,48.08153,كرك غلام,29.328873079077642,48.080457405236025,Café
Marquban,29.33376,48.08153,Cafe Bazza,29.330995486945582,48.07981473578357,Middle Eastern Restaurant
Marquban,29.33376,48.08153,Kuwait Fish Market,29.329496115089476,48.078998739184314,Seafood Restaurant
Marquban,29.33376,48.08153,مشويات جمعية السالمية,29.337959494443925,48.0799677570479,Middle Eastern Restaurant
Marquban,29.33376,48.08153,Starbucks,29.338200799987863,48.07974940360801,Coffee Shop
Marquban,29.33376,48.08153,حلويات ومعجنات قيصر السالميه,29.338147433471168,48.080026183830256,Bakery
Marquban,29.33376,48.08153,Man'ousha Street (شارع منقوشه),29.334617037747808,48.07879040261754,Middle Eastern Restaurant
Marquban,29.33376,48.08153,Arabiata,29.331696,48.077495,Falafel Restaurant
Marquban,29.33376,48.08153,قهوة ريست هاوس,29.329207551376694,48.07934273853273,Café
Marquban,29.33376,48.08153,Black Paprika,29.33659196768685,48.08269047676005,Burger Joint
Marquban,29.33376,48.08153,Bavria Pasta Burger,29.333043,48.087786,Burger Joint
Marquban,29.33376,48.08153,Stick House,29.329209993275047,48.07947635650635,Ice Cream Shop
Marquban,29.33376,48.08153,فورنو وصاج,29.334594,48.083624,Pizza Place
Marquban,29.33376,48.08153,Super Smoothie Cafe,29.331785,48.086372,Juice Bar
Marquban,29.33376,48.08153,مطعم ستيك جاد,29.334447,48.086856,Fast Food Restaurant
Marquban,29.33376,48.08153,علبال للحلويات,29.332545,48.082742,Dessert Shop
Marquban,29.33376,48.08153,ماكدونالز,29.328609,48.080795,Fast Food Restaurant
Marquban,29.33376,48.08153,5th Av. Patisserie,29.33274689867435,48.07649875349778,Pastry Shop
Marquban,29.33376,48.08153,بيتزاهت,29.330065,48.080812,American Restaurant
Marquban,29.33376,48.08153,Mango World Restaurant,29.334574334156876,48.080229394855905,Fast Food Restaurant
Marquban,29.33376,48.08153,حلويات سعد الدين السالميه,29.332511,48.077409,Dessert Shop
Marquban,29.33376,48.08153,كاساديا جريلو,29.328446,48.080387,Mexican Restaurant
Marquban,29.33376,48.08153,Dampa Feast,29.328286373091245,48.08038934539244,Filipino Restaurant
Marquban,29.33376,48.08153,chili's (تشيليز),29.33138122195326,48.07626566951608,American Restaurant
Marquban,29.33376,48.08153,Izmir,29.331394570520054,48.075664417934455,Turkish Restaurant
Marquban,29.33376,48.08153,Havana Cafe,29.329992786845423,48.08058047865486,Café
Marquban,29.33376,48.08153,Classic Burger Joint,29.331397923536706,48.08055824598688,Burger Joint
Marquban,29.33376,48.08153,مطعم (عيش ودقوس ),29.334437,48.085417,Restaurant
Marquban,29.33376,48.08153,قهوتنا,29.33092508036304,48.08572883923898,Café
Marquban,29.33376,48.08153,Krn,29.337895239883558,48.08104338726356,Brazilian Restaurant
Marquban,29.33376,48.08153,Asha's,29.3305573,48.076204,Indian Restaurant
Muharraq,26.2465946,50.6164127,كرك الجناحي,26.244923,50.61616,Coffee Shop
Muharraq,26.2465946,50.6164127,Bu Yaqoob Grills مشويات بو يعقوب,26.248305636220294,50.615659260679095,Middle Eastern Restaurant
Muharraq,26.2465946,50.6164127,Halwa Murooj AlMuharraq Factory,26.247951865012453,50.614736004432956,Dessert Shop
Muharraq,26.2465946,50.6164127,Al Dhiyafa Cafeteria ,26.24490655179637,50.61600653421037,Cafeteria
Muharraq,26.2465946,50.6164127,Carino's Italian,26.242374111448534,50.61615839208719,Italian Restaurant
Muharraq,26.2465946,50.6164127,Al-MONASEQ GRILLS,26.25171307,50.61694468,Middle Eastern Restaurant
Muharraq,26.2465946,50.6164127,Alsayadeen Seafood Restaurant,26.24698305764669,50.6199043365165,Seafood Restaurant
Muharraq,26.2465946,50.6164127,Riffain restaurant,26.24480676920695,50.61007930339951,Restaurant
Muharraq,26.2465946,50.6164127,Yumyum Tree - Muharraq,26.246638349978095,50.6161280204823,Restaurant
Muharraq,26.2465946,50.6164127,Derby Coffee,26.24955987066576,50.62053834430114,Coffee Shop
Muharraq,26.2465946,50.6164127,Panchami,26.247895,50.614929,Indian Restaurant
Muharraq,26.2465946,50.6164127,معصرة الضيافة (مياو)  حالة بوماهر,26.244909348806207,50.616017463430154,Burger Joint
Muharraq,26.2465946,50.6164127,باسكن روبنز,26.24359173020612,50.61348068563979,Dessert Shop
Muharraq,26.2465946,50.6164127,Pizza Abo Waled,26.24604903337511,50.61120801537078,Pizza Place
Muharraq,26.2465946,50.6164127,خورفشت,26.24963696768122,50.619236124572836,Seafood Restaurant
Muharraq,26.2465946,50.6164127,بو يمعه (تكه) - حالة بو ماهر,26.24439330169858,50.61516119877358,Food
Muharraq,26.2465946,50.6164127,Bsaken Robins,26.24723,50.62004,Ice Cream Shop
Muharraq,26.2465946,50.6164127,وهران,26.250144,50.6178493,Fast Food Restaurant
Muharraq,26.2465946,50.6164127,مطعم الصيادين,26.248319519209538,50.6202030093163,Middle Eastern Restaurant
Muharraq,26.2465946,50.6164127,Meyaw,26.244611,50.616165,Sandwich Place
Muharraq,26.2465946,50.6164127,صباح الخير,26.248084,50.613675,Café
Muharraq,26.2465946,50.6164127,زنجباري قمبر,26.248551412595106,50.61974234508636,Sandwich Place
Muharraq,26.2465946,50.6164127,مشكور,26.245864868164062,50.61140441894531,Falafel Restaurant
Muharraq,26.2465946,50.6164127,Bait Bin Aqool - بيت بن عاقول للمأكولات البحرينية,26.250673,50.618951,Cafeteria
Muharraq,26.2465946,50.6164127,Al Arabi Sandwiches,26.244976,50.61609,Burrito Place
Muharraq,26.2465946,50.6164127,مطعم ابو وليد,26.24602326412448,50.611425661728255,Pizza Place
Muharraq,26.2465946,50.6164127,ramla Grills,26.24995912621271,50.616269929371526,Middle Eastern Restaurant
Muharraq,26.2465946,50.6164127,مشويات الرملة,26.249812666069246,50.6162950644918,Middle Eastern Restaurant
Muharraq,26.2465946,50.6164127,Khourfisht Fish,26.2457257865782,50.61371352512392,Seafood Restaurant
Muharraq,26.2465946,50.6164127,مطعم لا يفوتك La yfootek Restaurant,26.249220071245517,50.61704929906336,Restaurant
Muharraq,26.2465946,50.6164127,Burger Zone,26.246579,50.621439,Burger Joint
Muharraq,26.2465946,50.6164127,Derby cafe Arad <3,26.24948019182973,50.620567493310325,Café
Muharraq,26.2465946,50.6164127,Best Karak,26.246512,50.612568,Café
Muharraq,26.2465946,50.6164127,Raihana Sandwiches,26.248023,50.617259,Cafeteria
Muharraq,26.2465946,50.6164127,الحظرة,26.248294076584788,50.61674557934929,Seafood Restaurant
Muharraq,26.2465946,50.6164127,Al Rawabi Restaurant,26.24522499277016,50.61065124906966,Middle Eastern Restaurant
Muharraq,26.2465946,50.6164127,butterfly ice-cream,26.245512637565998,50.61292896076059,Ice Cream Shop
Muharraq,26.2465946,50.6164127,YogBerry,26.248072,50.613744,Ice Cream Shop
Muharraq,26.2465946,50.6164127,Baskin Robbins - Muharraq,26.249398966192622,50.618643851776135,Ice Cream Shop
Muharraq,26.2465946,50.6164127,Alhadhra Fishs,26.24848,50.616534,Seafood Restaurant
Muharraq,26.2465946,50.6164127,Al Jabriya,26.2448598728042,50.61595591500009,Turkish Restaurant
Muharraq,26.2465946,50.6164127,مكان في محرق مال تكة,26.244365692138672,50.615264892578125,BBQ Joint
Muharraq,26.2465946,50.6164127,مطعم فوال رنوش,26.250660752848518,50.61857298190288,Falafel Restaurant
Muharraq,26.2465946,50.6164127,مطعم عبدو للمأكولات الشعبيه,26.245886305958166,50.61142060017645,Middle Eastern Restaurant
Muharraq,26.2465946,50.6164127,"AL JABRIYA - Turkish grills, pastries & banquets",26.247052736039986,50.61349868774414,Turkish Restaurant
Muharraq,26.2465946,50.6164127,Bu Saad Coffee Shop,26.246127692037035,50.61212951926149,Café
Muharraq,26.2465946,50.6164127,jabriya turkish grills,26.246891005829237,50.61301500927433,Turkish Restaurant
Muharraq,26.2465946,50.6164127,مشويات المنسق,26.251624516882952,50.61706448508781,Middle Eastern Restaurant
Muqaba,26.21397,50.48797,Modern National Bakery,26.215017356658294,50.48688278124223,Bakery
Muqaba,26.21397,50.48797,SALYA RESTAURANT SEAFOOD AND MORE,26.217629813241455,50.48543576119547,Diner
Muqaba,26.21397,50.48797,Çukur,26.217634,50.485804,Coffee Shop
Muqaba,26.21397,50.48797,Starbucks,26.2177868,50.4853248,Coffee Shop
Muqaba,26.21397,50.48797,Texas Chicken,26.217674,50.48556,Fried Chicken Joint
Muqaba,26.21397,50.48797,Melissa's Emporium,26.217989,50.485898,Coffee Shop
Muqaba,26.21397,50.48797,Shishabi,26.218393845458394,50.49110891448291,Café
Muqaba,26.21397,50.48797,كفتيريا كاميليا,26.210797609342524,50.4881975457507,Cafeteria
Muqaba,26.21397,50.48797,خباز مقابة,26.211413545111473,50.48854610309044,Bakery
Muqaba,26.21397,50.48797,Anatolia Turkish Restaurant,26.217671878125174,50.48553544054987,Turkish Restaurant
Muqaba,26.21397,50.48797,Spice Garden Restaurant,26.21834723639234,50.49109214655442,Indian Restaurant
Muqaba,26.21397,50.48797,Capri Restaurant,26.217638,50.485709,Restaurant
Muqaba,26.21397,50.48797,Cheesy Burger,26.217731,50.48559,Burger Joint
Muqaba,26.21397,50.48797,مطعم صبر ايوب,26.218573556513327,50.48892276499073,Persian Restaurant
Muqaba,26.21397,50.48797,Zari,26.217841714862587,50.4851819412753,Restaurant
Muqaba,26.21397,50.48797,Allure Cafe,26.217693,50.485453,Café
Muqaba,26.21397,50.48797,شي شعبي,26.218381,50.490954,Café
Muqaba,26.21397,50.48797,Caramel Cafe,26.217873,50.485927,Café
Muqaba,26.21397,50.48797,Ashas,26.217827,50.486034,Restaurant
Muqaba,26.21397,50.48797,Golden Chef The 2nd (جولدن شيف الثاني),26.217718,50.485767,Breakfast Spot
Muqaba,26.21397,50.48797,Asdaf Albahar,26.217831,50.485693,Seafood Restaurant
Muqaba,26.21397,50.48797,Grill Room Resturant,26.21793494047433,50.48616180796198,Middle Eastern Restaurant
Muqaba,26.21397,50.48797,the chocolate boutique,26.217685034017528,50.48692457037099,Donut Shop
Muqaba,26.21397,50.48797,Fiori,26.217679,50.485909,Restaurant
Muqaba,26.21397,50.48797,Cypress Garden,26.21775986493346,50.4852660579754,Food Court
Muqaba,26.21397,50.48797,La vie,26.218058309738254,50.490962711999025,Café
Muqaba,26.21397,50.48797,Villa Vanilla (ڤيلا ڤانيلا),26.218212960295237,50.49104622451664,Café
Muqaba,26.21397,50.48797,Starbucks,26.217755378663966,50.48526011394127,Coffee Shop
Muqaba,26.21397,50.48797,مقهى زيزينيا,26.217649714309797,50.48562059155241,Café
Muqaba,26.21397,50.48797,Layali Zezenya Saar,26.217634653667915,50.485661723793044,Café
Muqaba,26.21397,50.48797,baskin ronnins - Saar,26.21787095,50.48565497,Ice Cream Shop
Muqaba,26.21397,50.48797,مطعم الحجره,26.21806816729681,50.4908597652371,Gastropub
Muqaba,26.21397,50.48797,Karak King - Budaiya,26.21453161015102,50.48773280567862,Coffee Shop
Muqaba,26.21397,50.48797,Leyan Cafe,26.21764,50.485962,Breakfast Spot
Muqaba,26.21397,50.48797,Chocolove,26.218231002196685,50.491041749115915,Café
Muqsha,29.33376,48.08153,Mugz Cafe,29.334031948854925,48.08145379379173,Café
Muqsha,29.33376,48.08153,Starbucks,29.33483254924775,48.08069107108797,Coffee Shop
Muqsha,29.33376,48.08153,Baskin Robins,29.336259827070872,48.08381977519194,Ice Cream Shop
Muqsha,29.33376,48.08153,مطعم مراعي الشام - السالمية,29.334733,48.080617,Arepa Restaurant
Muqsha,29.33376,48.08153,دجاج نايف,29.334958,48.080641,Afghan Restaurant
Muqsha,29.33376,48.08153,Starbucks Salmiyah,29.328890437100572,48.08043155983626,Coffee Shop
Muqsha,29.33376,48.08153,Kahve Dunyasi - Boulevard,29.330343,48.077733,Café
Muqsha,29.33376,48.08153,Canary Restaurant,29.33605637403821,48.08631655254561,Middle Eastern Restaurant
Muqsha,29.33376,48.08153,Caribou Coffe,29.32886074559373,48.08045988950314,Coffee Shop
Muqsha,29.33376,48.08153,HealthyLuicious,29.332200086371902,48.08300148286428,Sushi Restaurant
Muqsha,29.33376,48.08153,diet care-السالمية,29.330875396728516,48.07989501953125,Arepa Restaurant
Muqsha,29.33376,48.08153,Karak Gholam - Souk Al Salmiya,29.328738924584567,48.08046196286178,Middle Eastern Restaurant
Muqsha,29.33376,48.08153,مطعم مشويات جمعية السالمية التعاونية,29.331306567198347,48.07972065583901,Middle Eastern Restaurant
Muqsha,29.33376,48.08153,TOOT&MISH,29.336151144328404,48.08364049277284,Snack Place
Muqsha,29.33376,48.08153,مطعم جزر كناري,29.336261432620528,48.084973011480976,Falafel Restaurant
Muqsha,29.33376,48.08153,كرك غلام,29.328873079077642,48.080457405236025,Café
Muqsha,29.33376,48.08153,Bazza Cafe (كافيه بزه),29.331170142317703,48.07956686828112,Middle Eastern Restaurant
Muqsha,29.33376,48.08153,مقهى بحر الفنون,29.330048785528955,48.07985869229048,Café
Muqsha,29.33376,48.08153,مشويات جمعية السالمية,29.337959494443925,48.0799677570479,Middle Eastern Restaurant
Muqsha,29.33376,48.08153,Kuwait Fish Market,29.329496115089476,48.078998739184314,Seafood Restaurant
Muqsha,29.33376,48.08153,Starbucks,29.338200799987863,48.07974940360801,Coffee Shop
Muqsha,29.33376,48.08153,حلويات ومعجنات قيصر السالميه,29.338147433471168,48.080026183830256,Bakery
Muqsha,29.33376,48.08153,Cafe Bazza,29.330995486945582,48.07981473578357,Middle Eastern Restaurant
Muqsha,29.33376,48.08153,Man'ousha Street (شارع منقوشه),29.334617037747808,48.07879040261754,Middle Eastern Restaurant
Muqsha,29.33376,48.08153,Arabiata,29.331696,48.077495,Falafel Restaurant
Muqsha,29.33376,48.08153,قهوة ريست هاوس,29.329207551376694,48.07934273853273,Café
Muqsha,29.33376,48.08153,Bavria Pasta Burger,29.333043,48.087786,Burger Joint
Muqsha,29.33376,48.08153,Black Paprika,29.33659196768685,48.08269047676005,Burger Joint
Muqsha,29.33376,48.08153,Stick House,29.329209993275047,48.07947635650635,Ice Cream Shop
Muqsha,29.33376,48.08153,فورنو وصاج,29.334594,48.083624,Pizza Place
Muqsha,29.33376,48.08153,مطعم ستيك جاد,29.334447,48.086856,Fast Food Restaurant
Muqsha,29.33376,48.08153,Super Smoothie Cafe,29.331785,48.086372,Juice Bar
Muqsha,29.33376,48.08153,علبال للحلويات,29.332545,48.082742,Dessert Shop
Muqsha,29.33376,48.08153,ماكدونالز,29.328609,48.080795,Fast Food Restaurant
Muqsha,29.33376,48.08153,بيتزاهت,29.330065,48.080812,American Restaurant
Muqsha,29.33376,48.08153,5th Av. Patisserie,29.33274689867435,48.07649875349778,Pastry Shop
Muqsha,29.33376,48.08153,Mango World Restaurant,29.334574334156876,48.080229394855905,Fast Food Restaurant
Muqsha,29.33376,48.08153,حلويات سعد الدين السالميه,29.332511,48.077409,Dessert Shop
Muqsha,29.33376,48.08153,كاساديا جريلو,29.328446,48.080387,Mexican Restaurant
Muqsha,29.33376,48.08153,Dampa Feast,29.328286373091245,48.08038934539244,Filipino Restaurant
Muqsha,29.33376,48.08153,chili's (تشيليز),29.33138122195326,48.07626566951608,American Restaurant
Muqsha,29.33376,48.08153,Izmir,29.331394570520054,48.075664417934455,Turkish Restaurant
Muqsha,29.33376,48.08153,Havana Cafe,29.329992786845423,48.08058047865486,Café
Muqsha,29.33376,48.08153,Classic Burger Joint,29.331397923536706,48.08055824598688,Burger Joint
Muqsha,29.33376,48.08153,مطعم (عيش ودقوس ),29.334437,48.085417,Restaurant
Muqsha,29.33376,48.08153,قهوتنا,29.33092508036304,48.08572883923898,Café
Muqsha,29.33376,48.08153,Krn,29.337895239883558,48.08104338726356,Brazilian Restaurant
Muqsha,29.33376,48.08153,Asha's,29.3305573,48.076204,Indian Restaurant
Nuwaidrat,26.13483945,50.59382854615781,LaShish Restaurant & Cafe,26.13320162824279,50.59039162255109,Restaurant
Nuwaidrat,26.13483945,50.59382854615781,Mode Cafe,26.132364524968448,50.59106635681267,Café
Nuwaidrat,26.13483945,50.59382854615781,LaiLai Resturant,26.134708511537585,50.589320715067366,Asian Restaurant
Nuwaidrat,26.13483945,50.59382854615781,سندويشات البنجري,26.133905482754987,50.59738649431578,Falafel Restaurant
Nuwaidrat,26.13483945,50.59382854615781,Speed Cafe,26.135575045479197,50.588824860521484,Café
Nuwaidrat,26.13483945,50.59382854615781,مطعم أحباب الهادي,26.135684210339107,50.59148127014959,Middle Eastern Restaurant
Nuwaidrat,26.13483945,50.59382854615781,5abaz,26.134687,50.589303,Bakery
Riffa,26.1315261,50.5503431,The Knot,26.133838,50.548778,Coffee Shop
Riffa,26.1315261,50.5503431,Food Lab,26.132787441961973,50.55237606653639,Coffee Shop
Riffa,26.1315261,50.5503431,Choco Loco - Riffa Branch,26.13282179273203,50.55230585413381,Café
Riffa,26.1315261,50.5503431,Milkd,26.132774,50.553869,Café
Riffa,26.1315261,50.5503431,Jack’s,26.134667111941898,50.549958691688055,Pizza Place
Riffa,26.1315261,50.5503431,Bella Pizzeria,26.132153,50.554992,Pizza Place
Riffa,26.1315261,50.5503431,Çevirme,26.132427,50.555045,Doner Restaurant
Riffa,26.1315261,50.5503431,Crumbles,26.127294,50.545327,Cupcake Shop
Riffa,26.1315261,50.5503431,ARUM CAFE,26.132742,50.555063,Café
Riffa,26.1315261,50.5503431,iLLASAGNA,26.132867,50.555228,Italian Restaurant
Riffa,26.1315261,50.5503431,Rosemary,26.132765,50.553813,Lebanese Restaurant
Riffa,26.1315261,50.5503431,Costa Coffee,26.13437,50.548423,Coffee Shop
Riffa,26.1315261,50.5503431,BROIL,26.127066,50.546828,Burger Joint
Riffa,26.1315261,50.5503431,Spotted,26.132559,50.55514,Burger Joint
Riffa,26.1315261,50.5503431,Nov18,26.127076462306636,50.54668431280595,Coffee Shop
Riffa,26.1315261,50.5503431,Uncle Sam Cafe,26.133127838225757,50.55727384347428,Café
Riffa,26.1315261,50.5503431,Koph Cafe,26.13545143392436,50.5548288721768,Coffee Shop
Riffa,26.1315261,50.5503431,Reve,26.132655,50.555113,Café
Riffa,26.1315261,50.5503431,Sameeh Pastries,26.134914,50.552487,Restaurant
Riffa,26.1315261,50.5503431,Razan,26.13014252239173,50.555690754247195,Sandwich Place
Riffa,26.1315261,50.5503431,Adam Oven & Broasted,26.13042642539092,50.547096138267634,Fast Food Restaurant
Riffa,26.1315261,50.5503431,خباز,26.130971174687073,50.55397818798411,Bakery
Riffa,26.1315261,50.5503431,Chipsy Time,26.13270387447836,50.55513117005688,Food Truck
Riffa,26.1315261,50.5503431,Biscotto,26.134038,50.549458,Bakery
Riffa,26.1315261,50.5503431,Beefies.Burger,26.135184,50.554925,American Restaurant
Riffa,26.1315261,50.5503431,Choco Logy,26.131261,50.553963,Café
Riffa,26.1315261,50.5503431,Terminal Burger,26.134676079868825,50.55041642437816,Burger Joint
Riffa,26.1315261,50.5503431,Pasta Express - Mashtan,26.134590575796683,50.54961282023901,Diner
Riffa,26.1315261,50.5503431,coffee & burger ع م,26.135478,50.554786,Café
Riffa,26.1315261,50.5503431,Brew (بريو),26.13543892290442,50.55472645403074,Coffee Shop
Riffa,26.1315261,50.5503431,فنجان قهوة,26.132703,50.553861,Coffee Shop
Riffa,26.1315261,50.5503431,Tariq Pastries (حلويات طارق),26.12995086431531,50.55537896285107,Dessert Shop
Riffa,26.1315261,50.5503431,Krk Time,26.127210749197346,50.54531955873306,Coffee Shop
Riffa,26.1315261,50.5503431,RÊVE,26.133445,50.557307,Café
Riffa,26.1315261,50.5503431,بيت الكبدة,26.13305,50.557517,Restaurant
Riffa,26.1315261,50.5503431,Jan Burger - Bukowara,26.130584999705473,50.55524242384251,Burger Joint
Riffa,26.1315261,50.5503431,Bellalobsterbah,26.132489,50.554857,Burger Joint
Riffa,26.1315261,50.5503431,King Karak Cafeteria,26.132530684823717,50.55397826423987,Cafeteria
Riffa,26.1315261,50.5503431,mr.big belly,26.127032,50.546695,Restaurant
Riffa,26.1315261,50.5503431,كفتيريا رزان,26.130131,50.555478,Sandwich Place
Riffa,26.1315261,50.5503431,Delicieux Cafe,26.132802,50.556479,Café
Riffa,26.1315261,50.5503431,Cheese Attack,26.132717,50.554275,Restaurant
Riffa,26.1315261,50.5503431,Snack & Chill,26.132648,50.555844,Snack Place
Riffa,26.1315261,50.5503431,Petalo,26.13428689006339,50.549528281981495,Bakery
Riffa,26.1315261,50.5503431,Aljood Restaurant (مشويات الجود),26.132366,50.555027,Cafeteria
Riffa,26.1315261,50.5503431,Sash Cafe,26.13471193959704,50.54655154265962,Café
Riffa,26.1315261,50.5503431,Merlo Cafe (ميرلو كافيه),26.13246707012515,50.55538745071616,Café
Riffa,26.1315261,50.5503431,Mashtan Cafateria,26.13490327751703,50.55227942251826,Sandwich Place
Riffa,26.1315261,50.5503431,t.Gahwa,26.130337429533423,50.54797594643547,Café
Riffa,26.1315261,50.5503431,Toots,26.133386,50.553489,Dessert Shop
Reef Island,26.2407096,50.5660968,The Pucher Shop & Grill,26.238605,50.56623,American Restaurant
Reef Island,26.2407096,50.5660968,Pool Delight,26.241341,50.566283,Restaurant
Reef Island,26.2407096,50.5660968,Breakfast Lounge,26.241286,50.566266,Breakfast Spot
Reef Island,26.2407096,50.5660968,Tokyo Reef,26.24233,50.566216,Japanese Restaurant
Reef Island,26.2407096,50.5660968,Hala Lebnan (حلى لبنان),26.236321,50.565242,Dessert Shop
Reef Island,26.2407096,50.5660968,تكة جيهان,26.244664923155764,50.56360219727166,American Restaurant
Reef Island,26.2407096,50.5660968,reef garden,26.2363578123957,50.56486662850202,Mediterranean Restaurant
Reef Island,26.2407096,50.5660968,Lounge 18,26.236263275146484,50.564979553222656,Café
Reef Island,26.2407096,50.5660968,reef lounge,26.236351095184165,50.564846397400316,Café
Reef Island,26.2407096,50.5660968,Al fayez | Reef Island,26.236247051509505,50.56479191799557,Lebanese Restaurant
Reef Island,26.2407096,50.5660968,كازوزه,26.239664,50.561653,Café
Reef Island,26.2407096,50.5660968,Al Fayez,26.23631953298305,50.564738902525676,Middle Eastern Restaurant
Reef Island,26.2407096,50.5660968,Chez Alain,26.236277898991712,50.56493299647874,French Restaurant
Sakhir,26.03169845,50.51452074628078,Red Bull Energy Station - Bahrain,26.03182654608338,50.512229204177856,Diner
Sakhir,26.03169845,50.51452074628078,مطعم الرومانسية,26.032583,50.510822,Middle Eastern Restaurant
Sakhir,26.03169845,50.51452074628078,Gartner Panzió,26.030269622802734,50.51130676269531,Diner
Sakhir,26.03169845,50.51452074628078,Sugar Therapy,26.032137584433997,50.51061528490528,Food Truck
Sakhir,26.03169845,50.51452074628078,Three Guys,26.029868,50.510055,Burger Joint
Sakhir,26.03169845,50.51452074628078,Mr Shawi,26.033028,50.51006,Burger Joint
Sakhir,26.03169845,50.51452074628078,Hannah Roma @ BIC,26.032366234923735,50.51133286712198,Burger Joint
Sakhir,26.03169845,50.51452074628078,NY Coffee,26.034423,50.51022,Café
Salmabad,26.1551249,50.5344606,Loop Cafe,26.156017,50.531527,Café
Salmabad,26.1551249,50.5344606,Costa - Isa town,26.15728924540758,50.53604261487509,Coffee Shop
Salmabad,26.1551249,50.5344606,Basta,26.158655166625977,50.53688049316406,Asian Restaurant
Salmabad,26.1551249,50.5344606,Roya Café,26.156096435024082,50.53131226886014,Café
Salmabad,26.1551249,50.5344606,مقهى الونزو || Alonzo Cafe,26.15765864353837,50.53634224725705,Café
Salmabad,26.1551249,50.5344606,GB Café,26.155895,50.530999,Café
Salmabad,26.1551249,50.5344606,بسطه,26.156079,50.531154,Breakfast Spot
Salmabad,26.1551249,50.5344606,blissful temptations,26.155963323276403,50.53143864524385,Bakery
Salmabad,26.1551249,50.5344606,iceberry,26.15601,50.53108,Juice Bar
Salmabad,26.1551249,50.5344606,o-bun,26.156143087282437,50.53110501214693,Cupcake Shop
Salmabad,26.1551249,50.5344606,Etzan Coldstore,26.151228,50.531481,Food
Salmabad,26.1551249,50.5344606,Basta 23,26.15600603377288,50.531128832085564,Middle Eastern Restaurant
Samaheej,26.2826413,50.6334814,مطعم الفركال,26.281861,50.632474,Restaurant
Samaheej,26.2826413,50.6334814,khabaz Samaheej,26.282531634996882,50.634738455458894,Bakery
Samaheej,26.2826413,50.6334814,Layali Alnajaf Restaurant,26.281571484983644,50.63343210167445,Restaurant
Sanad,26.1501874,50.5841248,Al Bustani Bakeries,26.150101487782475,50.582348754866935,Bakery
Sanad,26.1501874,50.5841248,Organitta,26.14950180053711,50.583709716796875,Restaurant
Sanad,26.1501874,50.5841248,Flip Burger,26.15052,50.58345,Burger Joint
Sanad,26.1501874,50.5841248,فريج بن عاقول,26.149726309319703,50.581782127610985,Breakfast Spot
Sanad,26.1501874,50.5841248,Shla time,26.149320664031396,50.58420550703584,American Restaurant
Sanad,26.1501874,50.5841248,Popeye Pastries,26.151240495604362,50.58273831409159,Pizza Place
Sanad,26.1501874,50.5841248,Masqouf Resturant (مطعم مسكوف),26.147590197916003,50.58462037474803,Restaurant
Sanad,26.1501874,50.5841248,Green Rose Cafeteria,26.15114402770996,50.58273696899414,Cafeteria
Sanad,26.1501874,50.5841248,مطعم جلجامش العراقي,26.146169109883356,50.58480757205816,Middle Eastern Restaurant
Sanad,26.1501874,50.5841248,Ain Alnoor Restaurant,26.148567,50.583882,Middle Eastern Restaurant
