Area,Area Latitude,Area Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Bilad Al Qadeem,26.2146086,50.5652048,سندويشات البنجري - السلمانية,26.216952,50.56765,Fast Food Restaurant
Bilad Al Qadeem,26.2146086,50.5652048,مشويات شانديز,26.217396130242562,50.56741074189508,Comfort Food Restaurant
Bilad Al Qadeem,26.2146086,50.5652048,British Council Canteen,26.215488107488564,50.56063847104783,Burger Joint
Bilad Al Qadeem,26.2146086,50.5652048,papa roti,26.218788639842188,50.56857408879132,Café
Bilad Al Qadeem,26.2146086,50.5652048,Alsmee3 sambosa,26.212002,50.560774,Falafel Restaurant
Bilad Al Qadeem,26.2146086,50.5652048,معجنات  وبروستد الرباح,26.217104,50.569553,Bakery
Bilad Al Qadeem,26.2146086,50.5652048,Alldaid Aldamashqiyah Restaurant,26.219621751505805,50.567228654781445,Middle Eastern Restaurant
Bilad Al Qadeem,26.2146086,50.5652048,Al Rabah Broasted,26.2170506,50.5683896,Food
Bilad Al Qadeem,26.2146086,50.5652048,Alkafeel,26.219592688383138,50.56707185797108,Middle Eastern Restaurant
Bilad Al Qadeem,26.2146086,50.5652048,Potato Palace,26.212442031088397,50.5615336431155,Salad Place
Bilad Al Qadeem,26.2146086,50.5652048,ALmashari food center,26.21472,50.568407,Tea Room
Bilad Al Qadeem,26.2146086,50.5652048,Al Banjary Sandwiches,26.216811,50.567857,Sandwich Place
Bilad Al Qadeem,26.2146086,50.5652048,Bur Boora Grills,26.21501332708035,50.56028950915066,Middle Eastern Restaurant
Bilad Al Qadeem,26.2146086,50.5652048,hazawi lawl - shisha place,26.218482081242048,50.5678963734329,Coffee Shop
Bilad Al Qadeem,26.2146086,50.5652048,سرداب ماتم عبدالله خميس - زنج,26.210873453816205,50.56171571358501,Mediterranean Restaurant
Bilad Al Qadeem,26.2146086,50.5652048,حزاوي لول ( شيشة ),26.21849728409004,50.56802101003981,Café
Bilad Al Qadeem,26.2146086,50.5652048,Filfilah Restaurant,26.218298422220975,50.566965641001126,Restaurant
Bu Quwah,26.2092246,50.5339234,al fanar resturant,26.208695,50.533445,Restaurant
Bu Quwah,26.2092246,50.5339234,Papa Johns's Pizza,26.20561782495518,50.53380445855871,Pizza Place
Bu Quwah,26.2092246,50.5339234,Alabraj Cataring,26.211012745042023,50.53438581535088,Turkish Restaurant
Bu Quwah,26.2092246,50.5339234,Atyab Restaurant (مطعم أطياب),26.209686401560433,50.53151952626423,Turkish Restaurant
Bu Quwah,26.2092246,50.5339234,Al Taqi Markets,26.20923926021676,50.53114039739052,Food
Bu Quwah,26.2092246,50.5339234,alfannan cafteria,26.209951,50.531397,Cafeteria
Bu Quwah,26.2092246,50.5339234,مضيف ابطال كربلاء,26.20828,50.53177,Coffee Shop
Bu Quwah,26.2092246,50.5339234,Layali Al Fajr Restaurant,26.209834,50.53121,Seafood Restaurant
Bu Quwah,26.2092246,50.5339234,Falafl Mayfadoon,26.209759,50.531659,Falafel Restaurant
Bu Quwah,26.2092246,50.5339234,مخبز الجزيرة,26.204113006591797,50.5321159362793,Bakery
Bu Quwah,26.2092246,50.5339234,almanarteen restorant,26.20439598774303,50.533288824908574,Asian Restaurant
Bu Quwah,26.2092246,50.5339234,AlFanan Cafeteria,26.209095159782578,50.531061301065094,Cafeteria
Buri,26.1761395,50.5266067,Al Shemadan Turkısh Restaurant,26.17599,50.525574,Restaurant
Buri,26.1761395,50.5266067,Al Hanini Palace Cafeteria,26.176176,50.526539,Cafeteria
Buri,26.1761395,50.5266067,مطعم بيت الأم,26.178392007962355,50.530943251289834,Indian Restaurant
Buri,26.1761395,50.5266067,مطعم ومشويات حاتم الطائي,26.176855,50.525208,Food Court
Buri,26.1761395,50.5266067,KQ Cafe,26.176046,50.524771,Café
Buri,26.1761395,50.5266067,ملفى الاياويد,26.176036,50.52493,Breakfast Spot
Buri,26.1761395,50.5266067,مطعم زلابيا الشعبي,26.175963,50.523764,Breakfast Spot
Buri,26.1761395,50.5266067,مطعم الاقرباء,26.178281784057617,50.522972106933594,Halal Restaurant
Buri,26.1761395,50.5266067,Udupi Veg Restaurant,26.180932,50.531211,Indian Restaurant
Buri,26.1761395,50.5266067,Arangosh,26.175889,50.522702,Juice Bar
Buri,26.1761395,50.5266067,Burger Chef 77,26.176041,50.52504,Burger Joint
Buri,26.1761395,50.5266067,Karak Tea,26.179651,50.52853,Coffee Shop
Buri,26.1761395,50.5266067,Good Guest Cold Store,26.176104,50.524519,Bagel Shop
Buri,26.1761395,50.5266067,Bab Al Rayan,26.176167766205985,50.522734440491526,Diner
Buri,26.1761395,50.5266067,Almentaqah Grills,26.178622519237564,50.523755428117894,Restaurant
Buri,26.1761395,50.5266067,الشط العربي,26.179515,50.525601,Bakery
Buri,26.1761395,50.5266067,Udupi Palace Resturant,26.18057,50.529084,Indian Restaurant
Buri,26.1761395,50.5266067,Udipi,26.180877,50.531168,Indian Restaurant
Buri,26.1761395,50.5266067,Pinar pastery,26.17947511303132,50.52516563168019,Food
Buri,26.1761395,50.5266067,Abo arab Sweets,26.1780141,50.5316638,Bakery
Buri,26.1761395,50.5266067,seasons,26.177644729614258,50.5239143371582,Middle Eastern Restaurant
Buri,26.1761395,50.5266067,AlReem Bakery’s (مخابز الريم),26.175867,50.522721,Bakery
Busaiteen,26.2708244,50.6032276,Saadeddin Pastry & Sweets,26.27187505131253,50.60322417844297,Dessert Shop
Busaiteen,26.2708244,50.6032276,Woodbury&co,26.271546134819708,50.604308288416455,Café
Busaiteen,26.2708244,50.6032276,Coffee Republic,26.271439,50.603918,Coffee Shop
Busaiteen,26.2708244,50.6032276,36Burger,26.27187497532656,50.603265572887935,Burger Joint
Busaiteen,26.2708244,50.6032276,Juice And Salad,26.271792,50.604659,Juice Bar
Busaiteen,26.2708244,50.6032276,Slow cafe,26.271668,50.604779,Coffee Shop
Busaiteen,26.2708244,50.6032276,Al Mattar Corner Shawarma,26.271784,50.604923,Shawarma Place
Busaiteen,26.2708244,50.6032276,Dream Land Ice-Cream,26.271359379079687,50.605362743897196,Dessert Shop
Busaiteen,26.2708244,50.6032276,Burger 63,26.27184003201275,50.604699325195355,Burger Joint
Busaiteen,26.2708244,50.6032276,بوابة بيت الكرك,26.272160313627385,50.6082683801651,Tea Room
Busaiteen,26.2708244,50.6032276,3 lines fastfood,26.271613082759586,50.604638489189604,Fast Food Restaurant
Busaiteen,26.2708244,50.6032276,Noodle Wok,26.271751,50.603825,Noodle House
Busaiteen,26.2708244,50.6032276,Bait Al-Donut,26.271363921904523,50.60534197244219,Donut Shop
Busaiteen,26.2708244,50.6032276,Sultan Pasha Sweets - Busaiteen,26.27170677204664,50.60469416023741,Café
Busaiteen,26.2708244,50.6032276,3lines FastFood - Busaiteen Branch,26.271663890600795,50.6046709315921,Burger Joint
Busaiteen,26.2708244,50.6032276,Burrito Loco,26.271338,50.60423,Mexican Restaurant
Busaiteen,26.2708244,50.6032276,Red Hook Lobster,26.271766,50.604967,Burger Joint
Busaiteen,26.2708244,50.6032276,Baskin Robbins | Busaiteen,26.27135086279274,50.60535742200936,Ice Cream Shop
Busaiteen,26.2708244,50.6032276,Pizza King,26.271849,50.605495,Pizza Place
Busaiteen,26.2708244,50.6032276,Waheed Pastries,26.26832748016933,50.608771865400826,Restaurant
Busaiteen,26.2708244,50.6032276,Saadeddin Pastry,26.271351075988555,50.60535209456121,Bakery
Busaiteen,26.2708244,50.6032276,Uncle Sam,26.271917,50.605939,Coffee Shop
Busaiteen,26.2708244,50.6032276,Derby Cafe - Busaiteen,26.268923,50.599833,Café
Busaiteen,26.2708244,50.6032276,Kiwi Garden,26.272162,50.608542,Juice Bar
Busaiteen,26.2708244,50.6032276,Ice Town Juices,26.271867,50.606749,Juice Bar
Busaiteen,26.2708244,50.6032276,نجوي كوفي شب,26.27151224634788,50.59907163502823,Coffee Shop
Busaiteen,26.2708244,50.6032276,الارض الطيبة للفلافل والسمبوسة,26.269321,50.608762,Chaat Place
Busaiteen,26.2708244,50.6032276,Broken Egg,26.271913,50.607505,Breakfast Spot
Busaiteen,26.2708244,50.6032276,U Turn Sandwich & Karak,26.271831,50.606685,Breakfast Spot
Busaiteen,26.2708244,50.6032276,Al jabriya Turkish Grills,26.272067847606063,50.607715010189324,Middle Eastern Restaurant
Busaiteen,26.2708244,50.6032276,دريم لاند ايسكريم,26.271937914100953,50.60759418434624,Ice Cream Shop
Busaiteen,26.2708244,50.6032276,Tea time,26.271945183632305,50.60569723945014,Tea Room
Busaiteen,26.2708244,50.6032276,Aksaray Resturant,26.271859779335028,50.60322142468127,BBQ Joint
Busaiteen,26.2708244,50.6032276,Arabian Hut,26.27212379413705,50.60830872878031,Tea Room
Busaiteen,26.2708244,50.6032276,Pappa Roti,26.271556059198506,50.60415769584167,Café
Busaiteen,26.2708244,50.6032276,StickHouse,26.271347510628303,50.60534372918289,Ice Cream Shop
Busaiteen,26.2708244,50.6032276,Sit alsham Busaiteen,26.271353456376872,50.605356432621384,Middle Eastern Restaurant
Busaiteen,26.2708244,50.6032276,مخبز ست الشام,26.26824951171875,50.60869216918945,Mediterranean Restaurant
Busaiteen,26.2708244,50.6032276,Abul houl sandwiches,26.269656,50.609061,Falafel Restaurant
Busaiteen,26.2708244,50.6032276,Narmeen Cafeteria,26.272117021078724,50.60773730278015,Cafeteria
Busaiteen,26.2708244,50.6032276,Lafloofa Restaurant,26.27193260192871,50.607364654541016,Turkish Restaurant
Al Daih,26.2237166,50.5373768,كفيتريا الكوثر,26.221311363010905,50.53593275641643,Breakfast Spot
Al Daih,26.2237166,50.5373768,مطعم و مشويات الشعاع,26.221732561463195,50.535806370899,Persian Restaurant
Al Daih,26.2237166,50.5373768,AL SHOALA RESTAURANT JIDHAFS,26.22687,50.5366,Middle Eastern Restaurant
Al Daih,26.2237166,50.5373768,خلود شويطر للحلويات,26.227682388292717,50.537331018689464,Dessert Shop
Al Daih,26.2237166,50.5373768,حلويات محمد عبدالله شويطر,26.227915283039927,50.537277514226226,Middle Eastern Restaurant
Al Daih,26.2237166,50.5373768,Marmaris Restaurant,26.22785568916603,50.536661810689814,Middle Eastern Restaurant
Al Daih,26.2237166,50.5373768,Chai Cafe,26.227309125763217,50.538863111823524,Café
Al Daih,26.2237166,50.5373768,Med Cafe Bahrain Mall,26.228068996081845,50.53812843979365,Café
Al Daih,26.2237166,50.5373768,king kara cafeteria - ملك الكرك,26.222631,50.537411,Cafeteria
Al Daih,26.2237166,50.5373768,سندويشات جليل,26.221369554320987,50.53575581676395,Sandwich Place
Al Daih,26.2237166,50.5373768,CAPPUCCINO CAFE SAR,26.22233077430347,50.539052032373476,Italian Restaurant
Al Daih,26.2237166,50.5373768,Al-Flah bakery,26.222010067956912,50.53410777446785,Bakery
Al Daih,26.2237166,50.5373768,مطعم الباسط,26.225396,50.544105,Diner
Al Daih,26.2237166,50.5373768,Fatoosh - Seef Mall,26.22198075875621,50.537525235941466,Asian Restaurant
Al Daih,26.2237166,50.5373768,بيت الدجاج,26.221432,50.535907,Diner
Al Daih,26.2237166,50.5373768,Al Raed Grills & Pastries,26.220618200825722,50.53499245431982,Middle Eastern Restaurant
Al Daih,26.2237166,50.5373768,Al-rahi,26.220122,50.533656,Middle Eastern Restaurant
Al Daih,26.2237166,50.5373768,Al-Hamad Sweets,26.2195,50.537137,Dessert Shop
Al Daih,26.2237166,50.5373768,Qamerin,26.225402,50.543722,Restaurant
Al Daih,26.2237166,50.5373768,Shawarma Lounge,26.228505,50.537484,Shawarma Place
Al Daih,26.2237166,50.5373768,Cafeteria Bint Aldera (كفيتيريا بنت الديرة),26.222177,50.542503,Cafeteria
Al Daih,26.2237166,50.5373768,Wadi Lebanon,26.22006422129972,50.533622469723376,Middle Eastern Restaurant
Al Daih,26.2237166,50.5373768,hashim night cafteria,26.227298736572266,50.538997650146484,Falafel Restaurant
Al Daih,26.2237166,50.5373768,خباز العكر,26.228078109864878,50.53584681423663,Bakery
Al Daih,26.2237166,50.5373768,مطعم القلاف,26.222501,50.542704,Restaurant
Al Daih,26.2237166,50.5373768,sweeter taste,26.219561,50.537831,Burger Joint
Al Daih,26.2237166,50.5373768,Aswaq Alhelli,26.220076620171255,50.533808655427045,Supermarket
Al Daih,26.2237166,50.5373768,عصير وايسكريم الكوثر,26.2210183054606,50.535937287252516,Ice Cream Shop
Al Daih,26.2237166,50.5373768,Alkowther ice-cream,26.221104302480384,50.53595297812305,Dessert Shop
Al Daih,26.2237166,50.5373768,الخباز,26.222143170581145,50.53559909920642,Bakery
Al Daih,26.2237166,50.5373768,Tehran Grills,26.227619331747427,50.537060126595044,Middle Eastern Restaurant
Al Daih,26.2237166,50.5373768,Al Manar Bakeries,26.220072705643403,50.533852175276365,Bakery
Al Daih,26.2237166,50.5373768,Arizona Cafe,26.22801385989393,50.53646256737709,Café
Al Daih,26.2237166,50.5373768,Saleh Al Halwachi Sweets,26.219767,50.538841,Dessert Shop
Al Daih,26.2237166,50.5373768,مطعم الشعلة,26.220212,50.535549,Turkish Restaurant
Al Daih,26.2237166,50.5373768,TEHRAN GRILLS (مشويات طهران),26.227585888633147,50.53705507107779,Restaurant
Al Daih,26.2237166,50.5373768,سندويشات ابو الفلافل,26.221588,50.535716,Breakfast Spot
Al Daih,26.2237166,50.5373768,Fruit Lab,26.220901,50.539649,College Lab
Al Daih,26.2237166,50.5373768,Al Shoala,26.22020421584056,50.53546185777788,Middle Eastern Restaurant
Al Daih,26.2237166,50.5373768,Adam Oven & Broasted,26.22070911058528,50.53589072666007,Middle Eastern Restaurant
Al Daih,26.2237166,50.5373768,مطعم الفرزدق,26.220646,50.535251,Sandwich Place
Al Daih,26.2237166,50.5373768,Bint AlDera Resturant,26.21978341049734,50.53773251405318,Middle Eastern Restaurant
Al Daih,26.2237166,50.5373768,مطعم الكف الأخضر,26.221670150756836,50.53590393066406,Middle Eastern Restaurant
Al Daih,26.2237166,50.5373768,dum,26.221008663156102,50.53755556928052,Dumpling Restaurant
Al Daih,26.2237166,50.5373768,Ketchup & Mayonnaise Cafeteria,26.223282,50.531956,Cafeteria
Al Daih,26.2237166,50.5373768,قمرين للمعجنات والمشويات,26.225309371948242,50.54384994506836,Diner
Al Daih,26.2237166,50.5373768,Rahi Turkish Resturant,26.21995395914247,50.53370840882925,Middle Eastern Restaurant
Al Daih,26.2237166,50.5373768,مطعم الطبخة,26.219798278322628,50.5390823664571,Middle Eastern Restaurant
Al Daih,26.2237166,50.5373768,breakfast lounge - Alraya suits,26.227816,50.540744,Breakfast Spot
Al Daih,26.2237166,50.5373768,السمبوسة الذهبية,26.221676,50.535685,Breakfast Spot
Al Dair,26.2848655,50.6243319,خباز الريم,26.283078,50.623777,Bakery
Al Dair,26.2848655,50.6243319,Bint Aldeera (بنت الديرة),26.286279,50.626909,Restaurant
Al Dair,26.2848655,50.6243319,مخابز الريم,26.283222586352984,50.62346319165331,Bakery
Al Dair,26.2848655,50.6243319,Sub Corner Restaurant,26.28645,50.626841,Fast Food Restaurant
Al Dair,26.2848655,50.6243319,Vento,26.284942588377803,50.621478712592676,Italian Restaurant
Al Dair,26.2848655,50.6243319,مخابز السلطان,26.285391190421603,50.6268298626895,Bakery
Al Dair,26.2848655,50.6243319,خباز بوابة الخيف,26.28624,50.627052,Bakery
Al Dair,26.2848655,50.6243319,خباز اسكان الدير,26.284485,50.621239,Bakery
Al Dair,26.2848655,50.6243319,Bin Matar Grills,26.281503644854713,50.62550342328917,BBQ Joint
Dar Kulaib,26.075079,50.50539990158144,Crispus,26.070457,50.504571,Coffee Shop
Dar Kulaib,26.075079,50.50539990158144,Kuzbara,26.069854,50.505142,Breakfast Spot
Dar Kulaib,26.075079,50.50539990158144,مطعم شمس الشموس,26.0717,50.5075,Restaurant
Dar Kulaib,26.075079,50.50539990158144,Al Mahad,26.077272572967736,50.507441851716166,Sandwich Place
Diplomatic Area,26.2441939,50.5885595,The Tito’s Cafe,26.242374,50.588878,Café
Diplomatic Area,26.2441939,50.5885595,La Mosaique,26.24386258592032,50.590528350587284,Mediterranean Restaurant
Diplomatic Area,26.2441939,50.5885595,The Cheesecake Factory (ذي شيز كيك فاكتوري),26.245558,50.58479,American Restaurant
Diplomatic Area,26.2441939,50.5885595,Starbucks (ستاربكس),26.241585957269315,50.587850920208794,Coffee Shop
Diplomatic Area,26.2441939,50.5885595,Café Ségo,26.241454627655415,50.587827265262604,Café
Diplomatic Area,26.2441939,50.5885595,Oishi (أويشي),26.245033,50.58423,Japanese Restaurant
Diplomatic Area,26.2441939,50.5885595,P. F. Chang’s,26.244356696201123,50.58394294097957,Chinese Restaurant
Diplomatic Area,26.2441939,50.5885595,Five Guys,26.246464591783326,50.585469569259054,Burger Joint
Diplomatic Area,26.2441939,50.5885595,Papercup,26.241482864177573,50.590308617286205,Coffee Shop
Diplomatic Area,26.2441939,50.5885595,Starbucks,26.2451082,50.5844414,Coffee Shop
Diplomatic Area,26.2441939,50.5885595,Raising Cane's,26.2457,50.5851,Fried Chicken Joint
Diplomatic Area,26.2441939,50.5885595,Dunkin' Donuts (دانكن دونتس),26.242157946481736,50.58846540151005,Donut Shop
Diplomatic Area,26.2441939,50.5885595,% ARABICA (٪؜ أرابيكا),26.247722040262015,50.5859261380365,Coffee Shop
Diplomatic Area,26.2441939,50.5885595,Caribou Coffee,26.242052617204465,50.588004222012245,Coffee Shop
Diplomatic Area,26.2441939,50.5885595,Starbucks,26.2473395,50.5859035,Coffee Shop
Diplomatic Area,26.2441939,50.5885595,Dar Noura,26.247224,50.585938,Restaurant
Diplomatic Area,26.2441939,50.5885595,Tea Club,26.245923,50.584979,Tea Room
Diplomatic Area,26.2441939,50.5885595,New Fish Lounge,26.247056,50.585718,Fish & Chips Shop
Diplomatic Area,26.2441939,50.5885595,Asha's,26.2457,50.5851,Indian Restaurant
Diplomatic Area,26.2441939,50.5885595,Texas Roadhouse,26.246861159765245,50.58548228564232,American Restaurant
Diplomatic Area,26.2441939,50.5885595,Pinkberry,26.24517854762335,50.584832133148815,Frozen Yogurt Shop
Diplomatic Area,26.2441939,50.5885595,Theatre By Rhodes,26.248040568791538,50.58589682704627,Movie Theater
Diplomatic Area,26.2441939,50.5885595,Patchi Cafe,26.244551,50.583796,Café
Diplomatic Area,26.2441939,50.5885595,Joe’s Cafe,26.245631,50.585045,Café
Diplomatic Area,26.2441939,50.5885595,جمال شويطر,26.247917,50.58572,Dessert Shop
Diplomatic Area,26.2441939,50.5885595,The Food Hall,26.245567,50.58464,Food Court
Diplomatic Area,26.2441939,50.5885595,Starbucks El Balcon,26.247645,50.585823,Coffee Shop
Diplomatic Area,26.2441939,50.5885595,Caribou Coffee,26.24782619863579,50.58572288274592,Coffee Shop
Diplomatic Area,26.2441939,50.5885595,Baito Sushi,26.240827,50.586777,Sushi Restaurant
Diplomatic Area,26.2441939,50.5885595,Dose Never Overdose,26.247834670334065,50.58573916752003,Coffee Shop
Diplomatic Area,26.2441939,50.5885595,Sunset Restaurant,26.242447729735797,50.58946100864196,Diner
Diplomatic Area,26.2441939,50.5885595,Shake Shack,26.247081841468773,50.58554725187919,Burger Joint
Diplomatic Area,26.2441939,50.5885595,Simit Sarayi,26.247902,50.585583,Bagel Shop
Diplomatic Area,26.2441939,50.5885595,Starbucks - Near River Island,26.24284,50.584128,Coffee Shop
Diplomatic Area,26.2441939,50.5885595,Le Chocolat,26.24211438803247,50.588330659278895,Coffee Shop
Diplomatic Area,26.2441939,50.5885595,KATSUYA (كاتسويا),26.244879843818477,50.58435297068455,Sushi Restaurant
Diplomatic Area,26.2441939,50.5885595,Bebabel (ب بابل),26.244565513033464,50.58413920881182,Middle Eastern Restaurant
Diplomatic Area,26.2441939,50.5885595,Lumee (لومي),26.246162208706558,50.58533683330279,Middle Eastern Restaurant
Diplomatic Area,26.2441939,50.5885595,Joe's Café (جوز كافيه),26.246166872229736,50.585331703454564,Café
Diplomatic Area,26.2441939,50.5885595,Angelina,26.247845,50.58555,Café
Diplomatic Area,26.2441939,50.5885595,The Orangery,26.246401088064335,50.585408237543575,Café
Diplomatic Area,26.2441939,50.5885595,Cafe Bazza,26.247238319512178,50.58559532786643,Café
Diplomatic Area,26.2441939,50.5885595,Starbucks Reserve (ستاربكس ريزيرڤ),26.247791839045586,50.58576165196895,Coffee Shop
Diplomatic Area,26.2441939,50.5885595,Emirgan Sütiş,26.246468387896545,50.585420276332115,Turkish Restaurant
Diplomatic Area,26.2441939,50.5885595,Asha’s,26.245107747774192,50.58472868773588,Indian Restaurant
Diplomatic Area,26.2441939,50.5885595,Dose دوز,26.24779640286727,50.585750121679375,Coffee Shop
Diplomatic Area,26.2441939,50.5885595,Melenzane,26.24774222731443,50.58588160929137,Italian Restaurant
Diplomatic Area,26.2441939,50.5885595,Blaze Pizza,26.247804840242736,50.58577920669493,Pizza Place
Diplomatic Area,26.2441939,50.5885595,Raising Cane’s,26.2477774021623,50.58575423295881,Fried Chicken Joint
Diraz,26.2180657,50.4607173,Raidan Restaurant,26.216085872194302,50.46508350559805,Middle Eastern Restaurant
Diraz,26.2180657,50.4607173,برادة الموسوي,26.217996965364563,50.461510946854006,Snack Place
Diraz,26.2180657,50.4607173,AlSaqi Café,26.21802,50.461559,Café
Diraz,26.2180657,50.4607173,Alwefaq Vegetable Store,26.217051633284093,50.459233724554,Vegetarian / Vegan Restaurant
Diraz,26.2180657,50.4607173,Alhaidria Cafeteria,26.217102,50.459188,Cafeteria
Diraz,26.2180657,50.4607173,مطعم زُحَل,26.216882039484354,50.45904185599141,Breakfast Spot
Diraz,26.2180657,50.4607173,زهرة الدراز,26.21624364403283,50.46161698363623,Fast Food Restaurant
Diraz,26.2180657,50.4607173,براداة علي عبدالواحد,26.222919985073155,50.46168262554481,Fish & Chips Shop
Diraz,26.2180657,50.4607173,Abu Jassim Sandwiches,26.217351,50.466947,Fast Food Restaurant
Diraz,26.2180657,50.4607173,Aljameea,26.218526,50.46615,Asian Restaurant
Diraz,26.2180657,50.4607173,سمبوسه-بني جمره,26.212431609797317,50.460213273325714,Indian Restaurant
Diraz,26.2180657,50.4607173,Almeeqat Restaraunt,26.217259,50.466959,Middle Eastern Restaurant
Diraz,26.2180657,50.4607173,"محلات العلوي ""جزار""",26.216153681521877,50.465121808071025,Steakhouse
Diraz,26.2180657,50.4607173,Shabab AlSahel Cafeteria,26.22261850291159,50.4582592403831,Cafeteria
Diraz,26.2180657,50.4607173,Burger Land,26.213497997628824,50.463727658323016,Restaurant
Diraz,26.2180657,50.4607173,lazizan,26.218494696404466,50.46378825291713,Cafeteria
Dumistan,29.33376,48.08153,Mugz Cafe,29.334031948854925,48.08145379379173,Café
Dumistan,29.33376,48.08153,Starbucks,29.33483254924775,48.08069107108797,Coffee Shop
Dumistan,29.33376,48.08153,Baskin Robins,29.336259827070872,48.08381977519194,Ice Cream Shop
Dumistan,29.33376,48.08153,مطعم مراعي الشام - السالمية,29.334733,48.080617,Arepa Restaurant
Dumistan,29.33376,48.08153,دجاج نايف,29.334958,48.080641,Afghan Restaurant
Dumistan,29.33376,48.08153,Starbucks Salmiyah,29.328890437100572,48.08043155983626,Coffee Shop
Dumistan,29.33376,48.08153,Kahve Dunyasi - Boulevard,29.330343,48.077733,Café
Dumistan,29.33376,48.08153,Canary Restaurant,29.33605637403821,48.08631655254561,Middle Eastern Restaurant
Dumistan,29.33376,48.08153,Caribou Coffe,29.32886074559373,48.08045988950314,Coffee Shop
Dumistan,29.33376,48.08153,HealthyLuicious,29.332200086371902,48.08300148286428,Sushi Restaurant
Dumistan,29.33376,48.08153,diet care-السالمية,29.330875396728516,48.07989501953125,Arepa Restaurant
Dumistan,29.33376,48.08153,Karak Gholam - Souk Al Salmiya,29.328738924584567,48.08046196286178,Middle Eastern Restaurant
Dumistan,29.33376,48.08153,مطعم مشويات جمعية السالمية التعاونية,29.331306567198347,48.07972065583901,Middle Eastern Restaurant
Dumistan,29.33376,48.08153,مطعم جزر كناري,29.336261432620528,48.084973011480976,Falafel Restaurant
Dumistan,29.33376,48.08153,TOOT&MISH,29.336151144328404,48.08364049277284,Snack Place
Dumistan,29.33376,48.08153,مقهى بحر الفنون,29.330048785528955,48.07985869229048,Café
Dumistan,29.33376,48.08153,كرك غلام,29.328873079077642,48.080457405236025,Café
Dumistan,29.33376,48.08153,Bazza Cafe (كافيه بزه),29.331170142317703,48.07956686828112,Middle Eastern Restaurant
Dumistan,29.33376,48.08153,مشويات جمعية السالمية,29.337959494443925,48.0799677570479,Middle Eastern Restaurant
Dumistan,29.33376,48.08153,Cafe Bazza,29.330995486945582,48.07981473578357,Middle Eastern Restaurant
Dumistan,29.33376,48.08153,Starbucks,29.338200799987863,48.07974940360801,Coffee Shop
Dumistan,29.33376,48.08153,حلويات ومعجنات قيصر السالميه,29.338147433471168,48.080026183830256,Bakery
Dumistan,29.33376,48.08153,Kuwait Fish Market,29.329496115089476,48.078998739184314,Seafood Restaurant
Dumistan,29.33376,48.08153,Man'ousha Street (شارع منقوشه),29.334617037747808,48.07879040261754,Middle Eastern Restaurant
Dumistan,29.33376,48.08153,Arabiata,29.331696,48.077495,Falafel Restaurant
Dumistan,29.33376,48.08153,قهوة ريست هاوس,29.329207551376694,48.07934273853273,Café
Dumistan,29.33376,48.08153,Black Paprika,29.33659196768685,48.08269047676005,Burger Joint
Dumistan,29.33376,48.08153,Bavria Pasta Burger,29.333043,48.087786,Burger Joint
Dumistan,29.33376,48.08153,Stick House,29.329209993275047,48.07947635650635,Ice Cream Shop
Dumistan,29.33376,48.08153,فورنو وصاج,29.334594,48.083624,Pizza Place
Dumistan,29.33376,48.08153,Super Smoothie Cafe,29.331785,48.086372,Juice Bar
Dumistan,29.33376,48.08153,مطعم ستيك جاد,29.334447,48.086856,Fast Food Restaurant
Dumistan,29.33376,48.08153,علبال للحلويات,29.332545,48.082742,Dessert Shop
Dumistan,29.33376,48.08153,ماكدونالز,29.328609,48.080795,Fast Food Restaurant
Dumistan,29.33376,48.08153,بيتزاهت,29.330065,48.080812,American Restaurant
Dumistan,29.33376,48.08153,5th Av. Patisserie,29.33274689867435,48.07649875349778,Pastry Shop
Dumistan,29.33376,48.08153,Mango World Restaurant,29.334574334156876,48.080229394855905,Fast Food Restaurant
Dumistan,29.33376,48.08153,حلويات سعد الدين السالميه,29.332511,48.077409,Dessert Shop
Dumistan,29.33376,48.08153,كاساديا جريلو,29.328446,48.080387,Mexican Restaurant
Dumistan,29.33376,48.08153,chili's (تشيليز),29.33138122195326,48.07626566951608,American Restaurant
Dumistan,29.33376,48.08153,Izmir,29.331394570520054,48.075664417934455,Turkish Restaurant
Dumistan,29.33376,48.08153,Dampa Feast,29.328286373091245,48.08038934539244,Filipino Restaurant
Dumistan,29.33376,48.08153,Havana Cafe,29.329992786845423,48.08058047865486,Café
Dumistan,29.33376,48.08153,Classic Burger Joint,29.331397923536706,48.08055824598688,Burger Joint
Dumistan,29.33376,48.08153,مطعم (عيش ودقوس ),29.334437,48.085417,Restaurant
Dumistan,29.33376,48.08153,قهوتنا,29.33092508036304,48.08572883923898,Café
Dumistan,29.33376,48.08153,Krn,29.337895239883558,48.08104338726356,Brazilian Restaurant
Dumistan,29.33376,48.08153,Asha's,29.3305573,48.076204,Indian Restaurant
East Hidd City,26.2440537,50.6528891,Salemak Bacha پاچه ساليمك,26.24511,50.654366,Middle Eastern Restaurant
East Hidd City,26.2440537,50.6528891,Jack’s,26.242942,50.651415,Burger Joint
East Hidd City,26.2440537,50.6528891,Rosella Restaurant & Caffe,26.245543,50.651676,Restaurant
East Hidd City,26.2440537,50.6528891,Mamayuma_Kitchen,26.24441,50.651955,Middle Eastern Restaurant
East Hidd City,26.2440537,50.6528891,Alta Cafe,26.239502,50.651604,Coffee Shop
